MGP ID,Entrez Gene ID,Gene name,Symbol,pathway_name
MGP003168,7140,"troponin T type 3 (skeletal, fast)",TNNT3,Phenytoin (Antiarrhythmic) Action Pathway
MGP003181,7168,tropomyosin 1 (alpha),TPM1,Phenytoin (Antiarrhythmic) Action Pathway
MGP003181,7168,tropomyosin 1 (alpha),TPM1,Phenytoin (Antiarrhythmic) Action Pathway
MGP003182,7169,tropomyosin 2 (beta),TPM2,Phenytoin (Antiarrhythmic) Action Pathway
MGP003182,7169,tropomyosin 2 (beta),TPM2,Phenytoin (Antiarrhythmic) Action Pathway
MGP005314,54658,"UDP glucuronosyltransferase 1 family, polypeptide A1",UGT1A1,Phenytoin (Antiarrhythmic) Action Pathway
MGP005313,54657,"UDP glucuronosyltransferase 1 family, polypeptide A4",UGT1A4,Phenytoin (Antiarrhythmic) Action Pathway
MGP005308,54578,"UDP glucuronosyltransferase 1 family, polypeptide A6",UGT1A6,Phenytoin (Antiarrhythmic) Action Pathway
MGP005308,54578,"UDP glucuronosyltransferase 1 family, polypeptide A6",UGT1A6,Phenytoin (Antiarrhythmic) Action Pathway
MGP005312,54600,"UDP glucuronosyltransferase 1 family, polypeptide A9",UGT1A9,Phenytoin (Antiarrhythmic) Action Pathway
MGP005453,55626,autophagy/beclin-1 regulator 1,AMBRA1,Phosphatidylinositol Phosphate Metabolism
MGP003648,8678,"beclin 1, autophagy related",BECN1,Phosphatidylinositol Phosphate Metabolism
MGP004236,10423,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,Phosphatidylinositol Phosphate Metabolism
MGP000978,2064,erb-b2 receptor tyrosine kinase 2,ERBB2,Phosphatidylinositol Phosphate Metabolism
MGP004042,9896,FIG4 phosphoinositide 5-phosphatase,FIG4,Phosphatidylinositol Phosphate Metabolism
MGP003704,8821,"inositol polyphosphate-4-phosphatase, type II, 105kDa",INPP4B,Phosphatidylinositol Phosphate Metabolism
MGP001638,3635,"inositol polyphosphate-5-phosphatase, 145kDa",INPP5D,Phosphatidylinositol Phosphate Metabolism
MGP005551,56623,"inositol polyphosphate-5-phosphatase, 72 kDa",INPP5E,Phosphatidylinositol Phosphate Metabolism
MGP002296,5297,"phosphatidylinositol 4-kinase, catalytic, alpha",PI4KA,Phosphatidylinositol Phosphate Metabolism
MGP002286,5286,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",PIK3C2A,Phosphatidylinositol Phosphate Metabolism
MGP002289,5289,"phosphatidylinositol 3-kinase, catalytic subunit type 3",PIK3C3,Phosphatidylinositol Phosphate Metabolism
MGP002290,5290,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",PIK3CA,Phosphatidylinositol Phosphate Metabolism
MGP002292,5293,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",PIK3CD,Phosphatidylinositol Phosphate Metabolism
MGP002294,5295,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",PIK3R1,Phosphatidylinositol Phosphate Metabolism
MGP005051,30849,"phosphoinositide-3-kinase, regulatory subunit 4",PIK3R4,Phosphatidylinositol Phosphate Metabolism
MGP006751,200576,"phosphoinositide kinase, FYVE finger containing",PIKFYVE,Phosphatidylinositol Phosphate Metabolism
MGP002299,5305,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",PIP4K2A,Phosphatidylinositol Phosphate Metabolism
MGP003540,8394,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",PIP5K1A,Phosphatidylinositol Phosphate Metabolism
MGP004616,23236,"phospholipase C, beta 1 (phosphoinositide-specific)",PLCB1,Phosphatidylinositol Phosphate Metabolism
MGP002511,5728,phosphatase and tensin homolog,PTEN,Phosphatidylinositol Phosphate Metabolism
MGP003723,8867,synaptojanin 1,SYNJ1,Phosphatidylinositol Phosphate Metabolism
MGP005470,55697,Vac14 homolog (S. cerevisiae),VAC14,Phosphatidylinositol Phosphate Metabolism
MGP000027,43,acetylcholinesterase (Yt blood group),ACHE,Phospholipid Biosynthesis
MGP004282,10554,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1,Phospholipid Biosynthesis
MGP004236,10423,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,Phospholipid Biosynthesis
MGP000519,1040,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,CDS1,Phospholipid Biosynthesis
MGP000537,1103,choline O-acetyltransferase,CHAT,Phospholipid Biosynthesis
MGP000544,1119,choline kinase alpha,CHKA,Phospholipid Biosynthesis
MGP005582,56994,choline phosphotransferase 1,CHPT1,Phospholipid Biosynthesis
MGP005316,54675,cardiolipin synthase 1,CRLS1,Phospholipid Biosynthesis
MGP000782,1606,"diacylglycerol kinase, alpha 80kDa",DGKA,Phospholipid Biosynthesis
MGP005208,51573,glycerophosphodiester phosphodiesterase 1,GDE1,Phospholipid Biosynthesis
MGP005663,57678,"glycerol-3-phosphate acyltransferase, mitochondrial",GPAM,Phospholipid Biosynthesis
MGP001278,2819,glycerol-3-phosphate dehydrogenase 1 (soluble),GPD1,Phospholipid Biosynthesis
MGP001279,2820,glycerol-3-phosphate dehydrogenase 2 (mitochondrial),GPD2,Phospholipid Biosynthesis
MGP004240,10434,lysophospholipase I,LYPLA1,Phospholipid Biosynthesis
MGP002222,5130,"phosphate cytidylyltransferase 1, choline, alpha",PCYT1A,Phospholipid Biosynthesis
MGP004226,10400,phosphatidylethanolamine N-methyltransferase,PEMT,Phospholipid Biosynthesis
MGP003921,9489,phosphatidylglycerophosphate synthase 1,PGS1,Phospholipid Biosynthesis
MGP006684,162466,"phosphatase, orphan 1",PHOSPHO1,Phospholipid Biosynthesis
MGP004742,23761,phosphatidylserine decarboxylase,PISD,Phospholipid Biosynthesis
MGP004735,23659,"phospholipase A2, group XV",PLA2G15,Phospholipid Biosynthesis
MGP004842,26279,"phospholipase A2, group IID",PLA2G2D,Phospholipid Biosynthesis
MGP007281,100137049,"phospholipase A2, group IVB (cytosolic)",PLA2G4B,Phospholipid Biosynthesis
MGP002320,5338,phospholipase D2,PLD2,Phospholipid Biosynthesis
MGP003618,8611,phosphatidic acid phosphatase type 2A,PPAP2A,Phospholipid Biosynthesis
MGP004010,9791,phosphatidylserine synthase 1,PTDSS1,Phospholipid Biosynthesis
MGP006040,81490,phosphatidylserine synthase 2,PTDSS2,Phospholipid Biosynthesis
MGP006350,114971,"protein tyrosine phosphatase, mitochondrial 1",PTPMT1,Phospholipid Biosynthesis
MGP000115,215,"ATP-binding cassette, sub-family D (ALD), member 1",ABCD1,Phytanic Acid Peroxisomal Oxidation
MGP000123,225,"ATP-binding cassette, sub-family D (ALD), member 2",ABCD2,Phytanic Acid Peroxisomal Oxidation
MGP000122,224,"aldehyde dehydrogenase 3 family, member A2",ALDH3A2,Phytanic Acid Peroxisomal Oxidation
MGP004804,26061,2-hydroxyacyl-CoA lyase 1,HACL1,Phytanic Acid Peroxisomal Oxidation
MGP002277,5264,phytanoyl-CoA 2-hydroxylase,PHYH,Phytanic Acid Peroxisomal Oxidation
MGP004428,11001,"solute carrier family 27 (fatty acid transporter), member 2",SLC27A2,Phytanic Acid Peroxisomal Oxidation
MGP004282,10554,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1,Plasmalogen Synthesis
MGP003590,8540,alkylglycerone phosphate synthase,AGPS,Plasmalogen Synthesis
MGP004220,10390,choline/ethanolamine phosphotransferase 1,CEPT1,Plasmalogen Synthesis
MGP003554,8443,glyceronephosphate O-acyltransferase,GNPAT,Plasmalogen Synthesis
MGP003618,8611,phosphatidic acid phosphatase type 2A,PPAP2A,Plasmalogen Synthesis
MGP000110,210,aminolevulinate dehydratase,ALAD,Porphyrin Metabolism
MGP000111,211,5'-aminolevulinate synthase 1,ALAS1,Porphyrin Metabolism
MGP000317,644,biliverdin reductase A,BLVRA,Porphyrin Metabolism
MGP000657,1352,COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor,COX10,Porphyrin Metabolism
MGP000659,1355,cytochrome c oxidase assembly homolog 15 (yeast),COX15,Porphyrin Metabolism
MGP000670,1371,coproporphyrinogen oxidase,CPOX,Porphyrin Metabolism
MGP001057,2235,ferrochelatase,FECH,Porphyrin Metabolism
MGP006312,94033,ferritin mitochondrial,FTMT,Porphyrin Metabolism
MGP001383,2990,"glucuronidase, beta",GUSB,Porphyrin Metabolism
MGP001462,3145,hydroxymethylbilane synthase,HMBS,Porphyrin Metabolism
MGP001471,3162,heme oxygenase (decycling) 1,HMOX1,Porphyrin Metabolism
MGP002387,5498,protoporphyrinogen oxidase,PPOX,Porphyrin Metabolism
MGP004341,10720,"UDP glucuronosyltransferase 2 family, polypeptide B11",UGT2B11,Porphyrin Metabolism
MGP003279,7389,uroporphyrinogen decarboxylase,UROD,Porphyrin Metabolism
MGP003280,7390,uroporphyrinogen III synthase,UROS,Porphyrin Metabolism
MGP001520,3320,"heat shock protein 90kDa alpha (cytosolic), class A member 1",HSP90AA1,Prednisolone Action Pathway
MGP001326,2908,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",NR3C1,Prednisolone Action Pathway
MGP000006,18,4-aminobutyrate aminotransferase,ABAT,Propanoate Metabolism
MGP000016,31,acetyl-CoA carboxylase alpha,ACACA,Propanoate Metabolism
MGP000019,34,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",ACADM,Propanoate Metabolism
MGP000019,34,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",ACADM,Propanoate Metabolism
MGP000023,38,acetyl-CoA acetyltransferase 1,ACAT1,Propanoate Metabolism
MGP006143,84532,acyl-CoA synthetase short-chain family member 1,ACSS1,Propanoate Metabolism
MGP006143,84532,acyl-CoA synthetase short-chain family member 1,ACSS1,Propanoate Metabolism
MGP005886,79611,acyl-CoA synthetase short-chain family member 3,ACSS3,Propanoate Metabolism
MGP001949,4329,"aldehyde dehydrogenase 6 family, member A1",ALDH6A1,Propanoate Metabolism
MGP000902,1892,"enoyl CoA hydratase, short chain, 1, mitochondrial",ECHS1,Propanoate Metabolism
MGP004840,26275,3-hydroxyisobutyryl-CoA hydrolase,HIBCH,Propanoate Metabolism
MGP006161,84693,methylmalonyl CoA epimerase,MCEE,Propanoate Metabolism
MGP004665,23417,malonyl-CoA decarboxylase,MLYCD,Propanoate Metabolism
MGP001986,4594,methylmalonyl CoA mutase,MUT,Propanoate Metabolism
MGP002210,5095,"propionyl CoA carboxylase, alpha polypeptide",PCCA,Propanoate Metabolism
MGP002211,5096,"propionyl CoA carboxylase, beta polypeptide",PCCB,Propanoate Metabolism
MGP000127,231,"aldo-keto reductase family 1, member B1 (aldose reductase)",AKR1B1,Pterine Biosynthesis
MGP000431,873,carbonyl reductase 1,CBR1,Pterine Biosynthesis
MGP000828,1719,dihydrofolate reductase,DHFR,Pterine Biosynthesis
MGP001176,2643,GTP cyclohydrolase 1,GCH1,Pterine Biosynthesis
MGP001177,2644,GTP cyclohydrolase I feedback regulator,GCHFR,Pterine Biosynthesis
MGP002534,5805,6-pyruvoyltetrahydropterin synthase,PTS,Pterine Biosynthesis
MGP002549,5860,quinoid dihydropteridine reductase,QDPR,Pterine Biosynthesis
MGP002964,6697,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",SPR,Pterine Biosynthesis
MGP000050,100,adenosine deaminase,ADA,Purine Metabolism
MGP005501,55811,adenylate cyclase 10 (soluble),ADCY10,Purine Metabolism
MGP000089,158,adenylosuccinate lyase,ADSL,Purine Metabolism
MGP000090,159,adenylosuccinate synthase,ADSS,Purine Metabolism
MGP000106,203,adenylate kinase 1,AK1,Purine Metabolism
MGP000137,270,adenosine monophosphate deaminase 1,AMPD1,Purine Metabolism
MGP000177,353,adenine phosphoribosyltransferase,APRT,Purine Metabolism
MGP006183,84896,"ATPase family, AAA domain containing 1",ATAD1,Purine Metabolism
MGP000232,471,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ATIC,Purine Metabolism
MGP000825,1716,deoxyguanosine kinase,DGUOK,Purine Metabolism
MGP000462,957,ectonucleoside triphosphate diphosphohydrolase 5,ENTPD5,Purine Metabolism
MGP007071,377841,ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,Purine Metabolism
MGP001157,2618,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",GART,Purine Metabolism
MGP003957,9615,guanine deaminase,GDA,Purine Metabolism
MGP001240,2766,guanosine monophosphate reductase,GMPR,Purine Metabolism
MGP003711,8833,guanine monphosphate synthase,GMPS,Purine Metabolism
MGP001377,2977,"guanylate cyclase 1, soluble, alpha 2",GUCY1A2,Purine Metabolism
MGP001380,2983,"guanylate cyclase 1, soluble, beta 3",GUCY1B3,Purine Metabolism
MGP001382,2987,guanylate kinase 1,GUK1,Purine Metabolism
MGP001495,3251,hypoxanthine phosphoribosyltransferase 1,HPRT1,Purine Metabolism
MGP001682,3704,inosine triphosphatase (nucleoside triphosphate pyrophosphatase),ITPA,Purine Metabolism
MGP004162,10201,NME/NM23 nucleoside diphosphate kinase 6,NME6,Purine Metabolism
MGP004468,11164,nudix (nucleoside diphosphate linked moiety X)-type motif 5,NUDT5,Purine Metabolism
MGP004304,10606,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",PAICS,Purine Metabolism
MGP002244,5198,phosphoribosylformylglycinamidine synthase,PFAS,Purine Metabolism
MGP002121,4860,purine nucleoside phosphorylase,PNP,Purine Metabolism
MGP002379,5471,phosphoribosyl pyrophosphate amidotransferase,PPAT,Purine Metabolism
MGP006829,221823,phosphoribosyl pyrophosphate synthetase 1-like 1,PRPS1L1,Purine Metabolism
MGP002730,6240,ribonucleotide reductase M1,RRM1,Purine Metabolism
MGP002731,6241,ribonucleotide reductase M2,RRM2,Purine Metabolism
MGP003226,7295,thioredoxin,TXN,Purine Metabolism
MGP003329,7498,xanthine dehydrogenase,XDH,Purine Metabolism
MGP005074,50808,adenylate kinase 3,AK3,Pyrimidine Metabolism
MGP000391,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,Pyrimidine Metabolism
MGP006447,124583,calcium activated nucleotidase 1,CANT1,Pyrimidine Metabolism
MGP000477,978,cytidine deaminase,CDA,Pyrimidine Metabolism
MGP006503,129607,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial",CMPK2,Pyrimidine Metabolism
MGP000725,1503,CTP synthase 1,CTPS1,Pyrimidine Metabolism
MGP000797,1635,dCMP deaminase,DCTD,Pyrimidine Metabolism
MGP000829,1723,dihydroorotate dehydrogenase (quinone),DHODH,Pyrimidine Metabolism
MGP000865,1806,dihydropyrimidine dehydrogenase,DPYD,Pyrimidine Metabolism
MGP000866,1807,dihydropyrimidinase,DPYS,Pyrimidine Metabolism
MGP003957,9615,guanine deaminase,GDA,Pyrimidine Metabolism
MGP001682,3704,inosine triphosphatase (nucleoside triphosphate pyrophosphatase),ITPA,Pyrimidine Metabolism
MGP004162,10201,NME/NM23 nucleoside diphosphate kinase 6,NME6,Pyrimidine Metabolism
MGP002731,6241,ribonucleotide reductase M2,RRM2,Pyrimidine Metabolism
MGP005053,50484,ribonucleotide reductase M2 B (TP53 inducible),RRM2B,Pyrimidine Metabolism
MGP003139,7083,"thymidine kinase 1, soluble",TK1,Pyrimidine Metabolism
MGP000901,1890,thymidine phosphorylase,TYMP,Pyrimidine Metabolism
MGP003229,7298,thymidylate synthetase,TYMS,Pyrimidine Metabolism
MGP005354,54963,uridine-cytidine kinase 1-like 1,UCKL1,Pyrimidine Metabolism
MGP005242,51733,"ureidopropionase, beta",UPB1,Pyrimidine Metabolism
MGP006651,151531,uridine phosphorylase 2,UPP2,Pyrimidine Metabolism
MGP001229,2739,glyoxalase I,GLO1,Pyruvaldehyde Degradation
MGP001406,3029,hydroxyacylglutathione hydrolase,HAGH,Pyruvaldehyde Degradation
MGP006742,197257,lactate dehydrogenase D,LDHD,Pyruvaldehyde Degradation
MGP000016,31,acetyl-CoA carboxylase alpha,ACACA,Pyruvate Metabolism
MGP000023,38,acetyl-CoA acetyltransferase 1,ACAT1,Pyruvate Metabolism
MGP006531,134526,acyl-CoA thioesterase 12,ACOT12,Pyruvate Metabolism
MGP005517,55902,acyl-CoA synthetase short-chain family member 2,ACSS2,Pyruvate Metabolism
MGP005517,55902,acyl-CoA synthetase short-chain family member 2,ACSS2,Pyruvate Metabolism
MGP005517,55902,acyl-CoA synthetase short-chain family member 2,ACSS2,Pyruvate Metabolism
MGP000049,97,"acylphosphatase 1, erythrocyte (common) type",ACYP1,Pyruvate Metabolism
MGP000127,231,"aldo-keto reductase family 1, member B1 (aldose reductase)",AKR1B1,Pyruvate Metabolism
MGP000117,217,aldehyde dehydrogenase 2 family (mitochondrial),ALDH2,Pyruvate Metabolism
MGP000837,1737,dihydrolipoamide S-acetyltransferase,DLAT,Pyruvate Metabolism
MGP000838,1738,dihydrolipoamide dehydrogenase,DLD,Pyruvate Metabolism
MGP001229,2739,glyoxalase I,GLO1,Pyruvate Metabolism
MGP003882,9380,glyoxylate reductase/hydroxypyruvate reductase,GRHPR,Pyruvate Metabolism
MGP001406,3029,hydroxyacylglutathione hydrolase,HAGH,Pyruvate Metabolism
MGP006677,160287,lactate dehydrogenase A-like 6A,LDHAL6A,Pyruvate Metabolism
MGP006742,197257,lactate dehydrogenase D,LDHD,Pyruvate Metabolism
MGP001892,4190,"malate dehydrogenase 1, NAD (soluble)",MDH1,Pyruvate Metabolism
MGP001896,4199,"malic enzyme 1, NADP(+)-dependent, cytosolic",ME1,Pyruvate Metabolism
MGP001897,4200,"malic enzyme 2, NAD(+)-dependent, mitochondrial",ME2,Pyruvate Metabolism
MGP002206,5091,pyruvate carboxylase,PC,Pyruvate Metabolism
MGP002213,5105,phosphoenolpyruvate carboxykinase 1 (soluble),PCK1,Pyruvate Metabolism
MGP002228,5160,pyruvate dehydrogenase (lipoamide) alpha 1,PDHA1,Pyruvate Metabolism
MGP002229,5162,pyruvate dehydrogenase (lipoamide) beta,PDHB,Pyruvate Metabolism
MGP002303,5313,"pyruvate kinase, liver and RBC",PKLR,Pyruvate Metabolism
MGP000066,124,"alcohol dehydrogenase 1A (class I), alpha polypeptide",ADH1A,Retinol Metabolism
MGP000116,216,"aldehyde dehydrogenase 1 family, member A1",ALDH1A1,Retinol Metabolism
MGP003719,8854,"aldehyde dehydrogenase 1 family, member A2",ALDH1A2,Retinol Metabolism
MGP006676,158833,acyl-CoA wax alcohol acyltransferase 1,AWAT1,Retinol Metabolism
MGP000774,1592,"cytochrome P450, family 26, subfamily A, polypeptide 1",CYP26A1,Retinol Metabolism
MGP000751,1553,"cytochrome P450, family 2, subfamily A, polypeptide 13",CYP2A13,Retinol Metabolism
MGP000748,1548,"cytochrome P450, family 2, subfamily A, polypeptide 6",CYP2A6,Retinol Metabolism
MGP000749,1549,"cytochrome P450, family 2, subfamily A, polypeptide 7",CYP2A7,Retinol Metabolism
MGP000752,1555,"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,Retinol Metabolism
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Retinol Metabolism
MGP005795,64816,"cytochrome P450, family 3, subfamily A, polypeptide 43",CYP3A43,Retinol Metabolism
MGP000762,1577,"cytochrome P450, family 3, subfamily A, polypeptide 5",CYP3A5,Retinol Metabolism
MGP000750,1551,"cytochrome P450, family 3, subfamily A, polypeptide 7",CYP3A7,Retinol Metabolism
MGP003653,8694,diacylglycerol O-acyltransferase 1,DGAT1,Retinol Metabolism
MGP003839,9249,dehydrogenase/reductase (SDR family) member 3,DHRS3,Retinol Metabolism
MGP004395,10901,dehydrogenase/reductase (SDR family) member 4,DHRS4,Retinol Metabolism
MGP004153,10170,dehydrogenase/reductase (SDR family) member 9,DHRS9,Retinol Metabolism
MGP005239,51726,"DnaJ (Hsp40) homolog, subfamily B, member 11",DNAJB11,Retinol Metabolism
MGP004417,10961,endoplasmic reticulum protein 29,ERP29,Retinol Metabolism
MGP001516,3309,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",HSPA5,Retinol Metabolism
MGP004274,10525,hypoxia up-regulated 1,HYOU1,Retinol Metabolism
MGP003834,9227,lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase),LRAT,Retinol Metabolism
MGP005786,64714,"protein disulfide isomerase family A, member 2",PDIA2,Retinol Metabolism
MGP003954,9601,"protein disulfide isomerase family A, member 4",PDIA4,Retinol Metabolism
MGP004137,10130,"protein disulfide isomerase family A, member 6",PDIA6,Retinol Metabolism
MGP003470,8228,patatin-like phospholipase domain containing 4,PNPLA4,Retinol Metabolism
MGP002384,5479,peptidylprolyl isomerase B (cyclophilin B),PPIB,Retinol Metabolism
MGP005122,51109,retinol dehydrogenase 11 (all-trans/9-cis/11-cis),RDH11,Retinol Metabolism
MGP006603,145226,retinol dehydrogenase 12 (all-trans/9-cis/11-cis),RDH12,Retinol Metabolism
MGP003617,8608,retinol dehydrogenase 16 (all-trans),RDH16,Retinol Metabolism
MGP005072,50700,retinol dehydrogenase 8 (all-trans),RDH8,Retinol Metabolism
MGP005337,54884,"retinol saturase (all-trans-retinol 13,14-reductase)",RETSAT,Retinol Metabolism
MGP002647,6121,retinal pigment epithelium-specific protein 65kDa,RPE65,Retinol Metabolism
MGP004739,23753,stromal cell-derived factor 2-like 1,SDF2L1,Retinol Metabolism
MGP005314,54658,"UDP glucuronosyltransferase 1 family, polypeptide A1",UGT1A1,Retinol Metabolism
MGP000032,52,"acid phosphatase 1, soluble",ACP1,Riboflavin Metabolism
MGP002234,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1,ENPP1,Riboflavin Metabolism
MGP005985,80308,flavin adenine dinucleotide synthetase 1,FLAD1,Riboflavin Metabolism
MGP005416,55312,riboflavin kinase,RFK,Riboflavin Metabolism
MGP003230,7299,tyrosinase,TYR,Riboflavin Metabolism
MGP000105,191,adenosylhomocysteinase,AHCY,Selenoamino Acid Metabolism
MGP000433,875,cystathionine-beta-synthase,CBS,Selenoamino Acid Metabolism
MGP000718,1491,cystathionine gamma-lyase,CTH,Selenoamino Acid Metabolism
MGP001195,2678,gamma-glutamyltransferase 1,GGT1,Selenoamino Acid Metabolism
MGP001870,4141,methionyl-tRNA synthetase,MARS,Selenoamino Acid Metabolism
MGP001872,4144,"methionine adenosyltransferase II, alpha",MAT2A,Selenoamino Acid Metabolism
MGP004968,27430,"methionine adenosyltransferase II, beta",MAT2B,Selenoamino Acid Metabolism
MGP006520,131965,methyltransferase like 6,METTL6,Selenoamino Acid Metabolism
MGP005203,51540,selenocysteine lyase,SCLY,Selenoamino Acid Metabolism
MGP004547,22928,selenophosphate synthetase 2,SEPHS2,Selenoamino Acid Metabolism
MGP000136,262,adenosylmethionine decarboxylase 1,AMD1,Spermidine and Spermine Biosynthesis
MGP000136,262,adenosylmethionine decarboxylase 1,AMD1,Spermidine and Spermine Biosynthesis
MGP001872,4144,"methionine adenosyltransferase II, alpha",MAT2A,Spermidine and Spermine Biosynthesis
MGP004968,27430,"methionine adenosyltransferase II, beta",MAT2B,Spermidine and Spermine Biosynthesis
MGP002152,4953,ornithine decarboxylase 1,ODC1,Spermidine and Spermine Biosynthesis
MGP002928,6611,spermine synthase,SMS,Spermidine and Spermine Biosynthesis
MGP002978,6723,spermidine synthase,SRM,Spermidine and Spermine Biosynthesis
MGP006458,125981,alkaline ceramidase 1,ACER1,Sphingolipid Metabolism
MGP005421,55331,alkaline ceramidase 3,ACER3,Sphingolipid Metabolism
MGP000215,410,arylsulfatase A,ARSA,Sphingolipid Metabolism
MGP003865,9331,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6",B4GALT6,Sphingolipid Metabolism
MGP005790,64781,ceramide kinase,CERK,Sphingolipid Metabolism
MGP006439,123099,"delta(4)-desaturase, sphingolipid 2",DEGS2,Sphingolipid Metabolism
MGP006998,339221,ectonucleotide pyrophosphatase/phosphodiesterase 7,ENPP7,Sphingolipid Metabolism
MGP003932,9514,galactose-3-O-sulfotransferase 1,GAL3ST1,Sphingolipid Metabolism
MGP001146,2581,galactosylceramidase,GALC,Sphingolipid Metabolism
MGP001167,2629,"glucosidase, beta, acid",GBA,Sphingolipid Metabolism
MGP001219,2717,"galactosidase, alpha",GLA,Sphingolipid Metabolism
MGP001116,2531,3-ketodihydrosphingosine reductase,KDSR,Sphingolipid Metabolism
MGP004372,10825,sialidase 3 (membrane sialidase),NEU3,Sphingolipid Metabolism
MGP003618,8611,phosphatidic acid phosphatase type 2A,PPAP2A,Sphingolipid Metabolism
MGP006897,259230,sphingomyelin synthase 1,SGMS1,Sphingolipid Metabolism
MGP003730,8879,sphingosine-1-phosphate lyase 1,SGPL1,Sphingolipid Metabolism
MGP006510,130367,sphingosine-1-phosphate phosphatase 2,SGPP2,Sphingolipid Metabolism
MGP005560,56848,sphingosine kinase 2,SPHK2,Sphingolipid Metabolism
MGP004284,10558,"serine palmitoyltransferase, long chain base subunit 1",SPTLC1,Sphingolipid Metabolism
MGP003933,9517,"serine palmitoyltransferase, long chain base subunit 2",SPTLC2,Sphingolipid Metabolism
MGP003261,7357,UDP-glucose ceramide glucosyltransferase,UGCG,Sphingolipid Metabolism
MGP003269,7368,UDP glycosyltransferase 8,UGT8,Sphingolipid Metabolism
MGP000098,178,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL,Starch and Sucrose Metabolism
MGP000141,276,"amylase, alpha 1A (salivary)",AMY1A,Starch and Sucrose Metabolism
MGP001168,2632,"glucan (1,4-alpha-), branching enzyme 1",GBE1,Starch and Sucrose Metabolism
MGP001178,2645,glucokinase (hexokinase 4),GCK,Starch and Sucrose Metabolism
MGP001280,2821,glucose-6-phosphate isomerase,GPI,Starch and Sucrose Metabolism
MGP001383,2990,"glucuronidase, beta",GUSB,Starch and Sucrose Metabolism
MGP001386,2998,glycogen synthase 2 (liver),GYS2,Starch and Sucrose Metabolism
MGP001440,3099,hexokinase 2,HK2,Starch and Sucrose Metabolism
MGP003758,8972,maltase-glucoamylase (alpha-glucosidase),MGAM,Starch and Sucrose Metabolism
MGP002265,5236,phosphoglucomutase 1,PGM1,Starch and Sucrose Metabolism
MGP006927,283209,phosphoglucomutase 2-like 1,PGM2L1,Starch and Sucrose Metabolism
MGP002546,5836,"phosphorylase, glycogen, liver",PYGL,Starch and Sucrose Metabolism
MGP002829,6476,sucrase-isomaltase (alpha-glucosidase),SI,Starch and Sucrose Metabolism
MGP003262,7358,UDP-glucose 6-dehydrogenase,UGDH,Starch and Sucrose Metabolism
MGP003263,7360,UDP-glucose pyrophosphorylase 2,UGP2,Starch and Sucrose Metabolism
MGP004341,10720,"UDP glucuronosyltransferase 2 family, polypeptide B11",UGT2B11,Starch and Sucrose Metabolism
MGP000024,39,acetyl-CoA acetyltransferase 2,ACAT2,Steroid Biosynthesis
MGP000777,1595,"cytochrome P450, family 51, subfamily A, polypeptide 1",CYP51A1,Steroid Biosynthesis
MGP000827,1718,24-dehydrocholesterol reductase,DHCR24,Steroid Biosynthesis
MGP004332,10682,emopamil binding protein (sterol isomerase),EBP,Steroid Biosynthesis
MGP001053,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,Steroid Biosynthesis
MGP001054,2224,farnesyl diphosphate synthase,FDPS,Steroid Biosynthesis
MGP003911,9453,geranylgeranyl diphosphate synthase 1,GGPS1,Steroid Biosynthesis
MGP001466,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,Steroid Biosynthesis
